time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050714:0810,375.1,132.94,332.61,13.88,51.28,21.45,1.17,0.0
20050714:0910,454.26,199.46,368.43,17.72,59.41,22.67,1.52,0.0
20050714:1010,408.35,123.28,386.61,17.54,64.3,23.47,1.79,0.0
20050714:1110,451.32,300.4,260.36,23.96,63.94,23.91,2.48,0.0
20050714:1210,313.03,260.7,138.38,25.07,58.51,23.97,2.97,0.0
20050714:1310,142.95,98.88,112.11,22.46,50.12,23.94,3.1,0.0
20050714:1410,126.55,0.0,166.79,6.3,40.4,23.89,2.9,0.0
20050714:1510,113.33,0.0,151.28,5.71,30.21,23.93,2.9,0.0
20050714:1610,27.55,0.0,47.32,1.79,20.01,22.23,2.9,0.0
20050714:1710,7.93,0.0,20.17,0.76,10.16,20.61,1.59,0.0
20050714:1810,5.5,0.0,16.29,0.62,0.96,19.83,0.55,0.0
20050714:1910,0.0,0.0,0.0,0.0,0.0,19.59,0.41,0.0
20050714:2010,0.0,0.0,0.0,0.0,0.0,18.51,0.62,0.0
20050714:2110,0.0,0.0,0.0,0.0,0.0,17.26,0.97,0.0
20050714:2210,0.0,0.0,0.0,0.0,0.0,15.83,1.38,0.0
20050714:2310,0.0,0.0,0.0,0.0,0.0,15.07,1.45,0.0
20050715:0010,0.0,0.0,0.0,0.0,0.0,14.39,1.52,0.0
20050715:0110,0.0,0.0,0.0,0.0,0.0,13.76,1.52,0.0
20050715:0210,0.0,0.0,0.0,0.0,0.0,13.26,1.52,0.0
20050715:0310,0.0,0.0,0.0,0.0,0.0,12.88,1.45,0.0
20050715:0410,62.08,36.51,50.55,1.79,11.25,13.67,1.03,0.0
20050715:0510,437.3,401.39,136.94,7.41,21.17,16.94,0.34,0.0
20050715:0610,568.39,557.89,168.42,12.36,31.39,19.46,0.21,0.0
20050715:0710,663.8,688.55,170.1,17.52,41.55,20.8,0.83,0.0
20050715:0810,684.62,718.94,167.95,21.7,51.15,22.13,1.17,0.0
20050715:0910,653.99,671.19,164.78,24.63,59.26,23.24,1.66,0.0
20050715:1010,574.01,548.82,171.91,25.92,64.14,24.01,2.07,0.0
20050715:1110,466.86,450.38,129.38,26.89,63.79,24.48,2.48,0.0
20050715:1210,305.56,282.07,110.81,25.63,58.39,24.66,2.62,0.0
20050715:1310,135.4,101.27,102.54,22.58,50.02,24.79,2.69,0.0
20050715:1410,161.39,0.0,208.68,7.88,40.31,24.67,2.48,0.0
20050715:1510,145.04,0.0,189.29,7.15,30.12,24.56,2.41,0.0
20050715:1610,64.78,0.0,93.87,3.54,19.92,23.97,1.86,0.0
20050715:1710,37.73,0.0,60.51,2.28,10.06,23.17,1.31,0.0
20050715:1810,4.95,0.0,15.52,0.59,0.86,22.28,0.69,0.0
20050715:1910,0.0,0.0,0.0,0.0,0.0,21.86,0.55,0.0
20050715:2010,0.0,0.0,0.0,0.0,0.0,19.82,1.03,0.0
20050715:2110,0.0,0.0,0.0,0.0,0.0,18.03,1.38,0.0
20050715:2210,0.0,0.0,0.0,0.0,0.0,17.05,1.45,0.0
20050715:2310,0.0,0.0,0.0,0.0,0.0,16.4,1.52,0.0
20050716:0010,0.0,0.0,0.0,0.0,0.0,15.91,1.72,0.0
20050716:0110,0.0,0.0,0.0,0.0,0.0,15.34,1.72,0.0
20050716:0210,0.0,0.0,0.0,0.0,0.0,14.88,1.79,0.0
20050716:0310,0.0,0.0,0.0,0.0,0.0,14.58,1.79,0.0
20050716:0410,32.67,12.3,40.21,1.41,11.12,15.07,1.45,0.0
20050716:0510,362.06,297.5,146.33,6.71,21.04,18.54,0.83,0.0
20050716:0610,523.24,467.88,192.61,11.69,31.26,21.21,0.9,0.0
20050716:0710,625.01,609.69,199.18,16.75,41.42,22.29,0.83,0.0
20050716:0810,645.92,631.54,208.83,20.74,51.01,23.37,0.97,0.0
20050716:0910,642.16,662.02,169.81,24.49,59.11,24.3,1.17,0.0
20050716:1010,536.94,420.2,260.97,24.02,63.98,24.96,1.59,0.0
20050716:1110,375.49,94.17,378.92,17.69,63.64,25.61,2.07,0.0
20050716:1210,302.18,281.76,110.05,25.6,58.27,26.03,2.41,0.0
20050716:1310,123.2,107.7,84.63,23.08,49.92,26.12,2.69,0.0
20050716:1410,110.87,0.0,149.72,5.65,40.22,26.0,2.97,0.0
20050716:1510,117.93,0.0,156.71,5.92,30.03,23.48,1.93,0.0
20050716:1610,55.97,0.0,83.01,3.13,19.83,23.02,0.69,0.0
20050716:1710,45.9,0.0,70.6,2.67,9.96,22.77,0.83,0.0
20050716:1810,0.87,0.0,7.76,0.29,0.75,21.91,1.59,0.0
20050716:1910,0.0,0.0,0.0,0.0,0.0,21.47,1.79,0.0
20050716:2010,0.0,0.0,0.0,0.0,0.0,20.34,1.86,0.0
20050716:2110,0.0,0.0,0.0,0.0,0.0,19.15,2.34,0.0
20050716:2210,0.0,0.0,0.0,0.0,0.0,18.69,2.83,0.0
20050716:2310,0.0,0.0,0.0,0.0,0.0,18.5,2.83,0.0
20050717:0010,0.0,0.0,0.0,0.0,0.0,18.17,2.69,0.0
20050717:0110,0.0,0.0,0.0,0.0,0.0,17.84,2.48,0.0
20050717:0210,0.0,0.0,0.0,0.0,0.0,17.6,2.34,0.0
20050717:0310,0.0,0.0,0.0,0.0,0.0,17.54,2.28,0.0
20050717:0410,52.0,29.01,47.51,1.67,10.98,17.9,2.28,0.0
20050717:0510,356.21,288.89,145.24,6.59,20.91,19.27,1.86,0.0
20050717:0610,347.58,208.39,218.1,9.31,31.13,21.11,2.14,0.0
20050717:0710,475.73,311.46,277.38,13.82,41.29,22.59,2.62,0.0
20050717:0810,667.95,653.14,196.83,20.88,50.87,23.65,2.48,0.0
20050717:0910,552.15,380.4,315.49,20.82,58.95,24.66,2.41,0.0
20050717:1010,294.5,26.92,343.77,12.74,63.81,25.76,2.69,0.0
20050717:1110,447.38,315.5,243.71,24.13,63.49,26.13,3.03,0.0
20050717:1210,333.26,112.97,310.43,19.8,58.14,26.4,3.24,0.0
20050717:1310,196.03,64.11,203.68,19.86,49.81,26.58,3.31,0.0
20050717:1410,111.73,0.0,150.5,5.68,40.12,25.72,3.17,0.0
20050717:1510,134.35,0.0,176.1,6.65,29.94,23.95,2.62,0.0
20050717:1610,59.79,0.0,87.66,3.31,19.73,23.5,1.79,0.0
20050717:1710,33.41,0.0,55.08,2.08,9.86,23.18,1.03,0.0
20050717:1810,3.18,0.0,12.41,0.47,0.64,22.15,1.52,0.0
20050717:1910,0.0,0.0,0.0,0.0,0.0,21.27,1.38,0.0
20050717:2010,0.0,0.0,0.0,0.0,0.0,19.7,1.66,0.0
20050717:2110,0.0,0.0,0.0,0.0,0.0,18.64,1.72,0.0
20050717:2210,0.0,0.0,0.0,0.0,0.0,17.79,1.79,0.0
20050717:2310,0.0,0.0,0.0,0.0,0.0,17.05,1.72,0.0
20050718:0010,0.0,0.0,0.0,0.0,0.0,16.47,1.59,0.0
20050718:0110,0.0,0.0,0.0,0.0,0.0,16.13,1.45,0.0
20050718:0210,0.0,0.0,0.0,0.0,0.0,15.9,1.38,0.0
20050718:0310,0.0,0.0,0.0,0.0,0.0,15.47,1.38,0.0
20050718:0410,36.81,16.76,40.95,1.44,10.85,15.62,1.03,0.0
20050718:0510,377.9,320.98,143.03,6.77,20.78,18.24,0.62,0.0
20050718:0610,538.4,495.33,185.1,11.8,31.0,20.29,0.69,0.0
20050718:0710,651.45,663.1,179.13,17.16,41.16,21.7,0.97,0.0
20050718:0810,673.02,701.57,176.83,21.44,50.73,22.98,0.97,0.0
20050718:0910,639.99,655.52,173.97,24.37,58.79,24.19,1.1,0.0
20050718:1010,562.93,540.38,179.39,25.8,63.64,25.05,1.17,0.0
20050718:1110,436.48,286.71,268.62,23.55,63.32,25.79,1.1,0.0
20050718:1210,320.31,180.98,234.63,22.55,58.0,26.43,1.1,0.0
20050718:1310,112.98,112.28,70.63,23.58,49.69,26.86,1.38,0.0
20050718:1410,81.65,0.0,115.59,4.36,40.02,26.85,1.45,0.0
20050718:1510,68.91,0.0,100.07,3.78,29.83,26.78,1.52,0.0
20050718:1610,58.91,0.0,87.66,3.31,19.63,26.24,1.31,0.0
20050718:1710,37.33,0.0,60.51,2.28,9.75,25.29,1.59,0.0
20050718:1810,3.57,0.0,13.19,0.5,0.52,23.96,2.14,0.0
20050718:1910,0.0,0.0,0.0,0.0,0.0,22.81,2.34,0.0
20050718:2010,0.0,0.0,0.0,0.0,0.0,22.07,2.69,0.0
20050718:2110,0.0,0.0,0.0,0.0,0.0,21.62,2.83,0.0
20050718:2210,0.0,0.0,0.0,0.0,0.0,21.28,2.9,0.0
20050718:2310,0.0,0.0,0.0,0.0,0.0,21.16,3.03,0.0
20050719:0010,0.0,0.0,0.0,0.0,0.0,21.2,3.24,0.0
20050719:0110,0.0,0.0,0.0,0.0,0.0,21.3,3.31,0.0
20050719:0210,0.0,0.0,0.0,0.0,0.0,21.54,3.45,0.0
20050719:0310,0.0,0.0,0.0,0.0,0.0,21.41,2.62,0.0
20050719:0410,160.97,139.91,64.15,2.37,10.71,20.32,2.97,0.0
20050719:0510,9.77,0.0,23.02,0.79,20.64,20.87,3.52,0.0
20050719:0610,31.01,0.0,52.02,1.79,30.87,22.86,3.45,0.0
20050719:0710,61.85,0.0,90.39,3.1,41.02,23.81,3.31,0.0
20050719:0810,77.27,0.0,109.15,3.75,50.58,24.29,2.97,0.0
20050719:0910,74.01,0.0,105.74,3.63,58.63,25.35,2.9,0.0
20050719:1010,87.85,0.0,121.94,4.19,63.46,24.8,3.59,0.0
20050719:1110,77.99,0.0,110.0,3.78,63.15,24.21,2.83,0.0
20050719:1210,204.2,1.19,259.04,8.99,57.85,24.66,2.62,0.0
20050719:1310,122.87,0.0,163.73,5.62,49.57,24.53,2.07,0.0
20050719:1410,25.45,0.0,44.99,1.7,39.91,24.38,2.62,0.0
20050719:1510,17.43,0.0,34.13,1.29,29.73,23.63,2.9,0.0
20050719:1610,75.98,0.0,106.28,4.01,19.52,22.2,3.38,0.0
20050719:1710,23.56,0.0,41.89,1.58,9.63,20.75,2.83,0.0
20050719:1810,3.67,0.0,13.19,0.5,0.39,20.11,2.55,0.0
20050719:1910,0.0,0.0,0.0,0.0,0.0,19.0,2.76,0.0
20050719:2010,0.0,0.0,0.0,0.0,0.0,18.72,2.14,0.0
20050719:2110,0.0,0.0,0.0,0.0,0.0,18.44,2.07,0.0
20050719:2210,0.0,0.0,0.0,0.0,0.0,18.14,2.07,0.0
20050719:2310,0.0,0.0,0.0,0.0,0.0,18.05,2.0,0.0
20050720:0010,0.0,0.0,0.0,0.0,0.0,17.8,1.86,0.0
20050720:0110,0.0,0.0,0.0,0.0,0.0,17.51,1.66,0.0
20050720:0210,0.0,0.0,0.0,0.0,0.0,17.4,1.45,0.0
20050720:0310,0.0,0.0,0.0,0.0,0.0,17.15,1.31,0.0
20050720:0410,1.26,0.0,8.53,0.29,10.56,16.95,0.97,0.0
20050720:0510,17.86,0.0,34.11,1.17,20.51,17.96,1.03,0.0
20050720:0610,63.29,0.0,90.39,3.1,30.73,18.73,1.52,0.0
20050720:0710,243.76,55.51,245.57,9.17,40.88,19.71,1.66,0.0
20050720:0810,209.8,12.2,250.68,8.85,50.43,20.68,1.59,0.0
20050720:0910,255.9,17.89,301.33,10.81,58.46,21.63,1.52,0.0
20050720:1010,428.14,152.31,380.02,18.31,63.28,22.25,1.66,0.0
20050720:1110,328.96,41.38,368.36,14.7,62.98,22.68,1.79,0.0
20050720:1210,334.01,121.19,300.1,20.15,57.71,23.01,1.93,0.0
20050720:1310,185.24,68.07,185.55,20.3,49.44,23.27,2.14,0.0
20050720:1410,83.31,0.0,115.59,4.36,39.79,23.21,2.34,0.0
20050720:1510,71.76,0.0,101.63,3.84,29.61,22.68,2.34,0.0
20050720:1610,56.28,0.0,83.01,3.13,19.4,22.36,1.93,0.0
20050720:1710,37.96,0.0,60.51,2.28,9.51,21.95,1.1,0.0
20050720:1810,3.2,0.0,12.41,0.47,0.26,21.35,0.62,0.0
20050720:1910,0.0,0.0,0.0,0.0,0.0,18.97,1.38,0.0
20050720:2010,0.0,0.0,0.0,0.0,0.0,17.48,1.59,0.0
20050720:2110,0.0,0.0,0.0,0.0,0.0,17.04,1.45,0.0
20050720:2210,0.0,0.0,0.0,0.0,0.0,16.2,1.52,0.0
20050720:2310,0.0,0.0,0.0,0.0,0.0,15.55,1.45,0.0
20050721:0010,0.0,0.0,0.0,0.0,0.0,14.96,1.52,0.0
20050721:0110,0.0,0.0,0.0,0.0,0.0,14.11,1.66,0.0
20050721:0210,0.0,0.0,0.0,0.0,0.0,13.7,1.66,0.0
20050721:0310,0.0,0.0,0.0,0.0,0.0,13.03,1.72,0.0
20050721:0410,69.93,47.8,48.1,1.7,10.42,13.33,1.59,0.0
20050721:0510,88.82,20.72,98.43,3.49,20.37,16.6,1.1,0.0
20050721:0610,607.94,608.76,156.03,12.57,30.59,19.04,1.24,0.0
20050721:0710,411.77,225.54,281.74,12.62,40.74,20.01,1.31,0.0
20050721:0810,604.67,494.79,270.25,19.24,50.28,21.2,1.45,0.0
20050721:0910,653.61,656.65,173.32,24.31,58.29,22.21,1.72,0.0
20050721:1010,458.94,193.67,372.06,19.48,63.09,22.32,2.76,0.0
20050721:1110,62.58,0.0,90.39,3.1,62.8,21.47,3.31,0.0
20050721:1210,146.72,0.0,188.46,6.47,57.55,20.91,3.1,0.0
20050721:1310,220.83,2.32,273.33,9.87,49.31,20.65,2.55,0.0
20050721:1410,196.4,0.0,245.92,9.28,39.67,20.47,2.0,0.0
20050721:1510,146.36,0.0,187.74,7.09,29.49,20.61,2.0,0.0
20050721:1610,66.63,0.0,94.64,3.57,19.28,20.37,1.93,0.0
20050721:1710,44.72,0.0,68.27,2.58,9.38,19.88,1.59,0.0
20050721:1810,1.25,0.0,8.53,0.32,0.12,18.74,1.38,0.0
20050721:1910,0.0,0.0,0.0,0.0,0.0,16.75,1.03,0.0
20050721:2010,0.0,0.0,0.0,0.0,0.0,16.01,1.1,0.0
20050721:2110,0.0,0.0,0.0,0.0,0.0,14.62,1.52,0.0
20050721:2210,0.0,0.0,0.0,0.0,0.0,13.82,1.59,0.0
20050721:2310,0.0,0.0,0.0,0.0,0.0,13.07,1.66,0.0
20050722:0010,0.0,0.0,0.0,0.0,0.0,12.57,1.66,0.0
20050722:0110,0.0,0.0,0.0,0.0,0.0,12.31,1.86,0.0
20050722:0210,0.0,0.0,0.0,0.0,0.0,12.17,2.0,0.0
20050722:0310,0.0,0.0,0.0,0.0,0.0,12.1,2.0,0.0
20050722:0410,85.58,61.63,51.67,1.82,10.27,12.49,1.93,0.0
20050722:0510,451.8,411.68,131.1,7.15,20.22,14.92,1.59,0.0
20050722:0610,597.14,576.52,164.55,12.27,30.45,17.72,1.52,0.0
20050722:0710,674.06,687.24,171.79,17.28,40.59,19.37,1.24,0.0
20050722:0810,693.16,717.07,171.39,21.53,50.12,20.68,1.38,0.0
20050722:0910,658.53,660.35,173.51,24.4,58.11,21.74,1.79,0.0
20050722:1010,607.5,644.84,113.12,27.5,62.9,22.41,2.14,0.0
20050722:1110,447.29,275.13,278.28,23.31,62.61,22.63,2.34,0.0
20050722:1210,304.58,272.32,117.64,25.42,57.39,22.94,2.34,0.0
20050722:1310,157.4,81.18,143.0,21.56,49.17,22.67,2.0,0.0
20050722:1410,82.7,0.0,114.81,4.33,39.54,22.89,1.79,0.0
20050722:1510,70.27,0.0,100.07,3.78,29.37,22.93,1.59,0.0
20050722:1610,56.13,0.0,83.01,3.13,19.15,22.68,1.31,0.0
20050722:1710,34.14,0.0,55.86,2.11,9.25,22.3,0.21,0.0
20050722:1810,0.0,0.0,0.0,0.0,-0.03,20.42,1.24,0.0
20050722:1910,0.0,0.0,0.0,0.0,0.0,18.22,1.45,0.0
20050722:2010,0.0,0.0,0.0,0.0,0.0,17.04,1.52,0.0
20050722:2110,0.0,0.0,0.0,0.0,0.0,15.76,1.79,0.0
20050722:2210,0.0,0.0,0.0,0.0,0.0,15.12,1.86,0.0
20050722:2310,0.0,0.0,0.0,0.0,0.0,14.28,1.79,0.0
20050723:0010,0.0,0.0,0.0,0.0,0.0,13.71,1.79,0.0
20050723:0110,0.0,0.0,0.0,0.0,0.0,13.66,1.66,0.0
20050723:0210,0.0,0.0,0.0,0.0,0.0,13.89,1.52,0.0
20050723:0310,0.0,0.0,0.0,0.0,0.0,13.47,1.66,0.0
20050723:0410,3.08,0.0,11.94,0.41,10.12,13.85,1.45,0.0
20050723:0510,42.39,0.0,64.81,2.23,20.08,16.61,0.97,0.0
20050723:0610,491.52,415.74,198.04,10.95,30.31,19.63,0.76,0.0
20050723:0710,542.92,441.12,250.09,14.97,40.44,20.56,0.41,0.0
20050723:0810,381.98,149.53,327.88,13.97,49.96,21.59,0.62,0.0
20050723:0910,212.85,5.98,264.95,9.26,57.93,22.49,0.28,0.0
20050723:1010,329.89,50.85,364.4,14.26,62.7,22.86,0.55,0.0
20050723:1110,198.26,0.6,252.4,8.7,62.42,23.35,1.24,0.0
20050723:1210,89.04,0.0,122.79,4.22,57.22,22.83,1.24,0.0
20050723:1310,74.46,0.0,104.89,3.6,49.02,21.95,2.0,0.0
20050723:1410,69.46,0.0,97.75,3.69,39.4,19.76,1.86,0.0
20050723:1510,48.85,0.0,72.92,2.75,29.24,18.63,1.24,0.0
20050723:1610,40.56,0.0,62.84,2.37,19.02,18.31,0.83,0.0
20050723:1710,41.86,0.0,64.39,2.43,9.11,18.16,0.69,0.0
20050723:1810,0.0,0.0,0.0,0.0,-0.17,17.42,0.83,0.0
20050723:1910,0.0,0.0,0.0,0.0,0.0,15.97,1.45,0.0
20050723:2010,0.0,0.0,0.0,0.0,0.0,15.34,1.24,0.0
20050723:2110,0.0,0.0,0.0,0.0,0.0,15.18,0.34,0.0
20050723:2210,0.0,0.0,0.0,0.0,0.0,14.89,0.48,0.0
20050723:2310,0.0,0.0,0.0,0.0,0.0,13.67,0.9,0.0
20050724:0010,0.0,0.0,0.0,0.0,0.0,12.56,1.1,0.0
20050724:0110,0.0,0.0,0.0,0.0,0.0,12.62,0.97,0.0
20050724:0210,0.0,0.0,0.0,0.0,0.0,13.02,1.03,0.0
20050724:0310,0.0,0.0,0.0,0.0,0.0,13.29,1.17,0.0
20050724:0410,18.31,4.52,29.57,1.03,9.96,13.45,1.38,0.0
20050724:0510,204.53,118.68,129.44,4.92,19.93,13.95,1.59,0.0
20050724:0610,72.42,0.0,99.77,3.43,30.16,15.28,1.17,0.0
20050724:0710,256.42,63.6,248.17,9.34,40.29,16.38,1.31,0.0
20050724:0810,590.01,453.02,282.6,18.63,49.8,17.81,1.1,0.0
20050724:0910,306.1,43.92,332.95,12.54,57.75,19.47,1.17,0.0
20050724:1010,359.82,69.95,374.43,15.26,62.5,20.62,1.38,0.0
20050724:1110,308.8,27.55,355.87,13.59,62.22,21.43,1.52,0.0
20050724:1210,271.31,12.21,326.58,12.21,57.04,21.77,1.66,0.0
20050724:1310,247.87,29.66,287.8,16.46,48.87,21.79,1.72,0.0
20050724:1410,154.18,0.0,197.82,7.47,39.26,21.59,1.79,0.0
20050724:1510,150.95,0.0,193.94,7.32,29.1,21.43,1.72,0.0
20050724:1610,50.78,0.0,76.03,2.87,18.88,21.25,1.52,0.0
20050724:1710,39.48,0.0,62.06,2.34,8.96,20.6,1.1,0.0
20050724:1810,0.0,0.0,0.0,0.0,-0.33,20.28,0.28,0.0
20050724:1910,0.0,0.0,0.0,0.0,0.0,18.67,0.9,0.0
20050724:2010,0.0,0.0,0.0,0.0,0.0,16.68,1.38,0.0
20050724:2110,0.0,0.0,0.0,0.0,0.0,15.7,1.52,0.0
20050724:2210,0.0,0.0,0.0,0.0,0.0,15.11,1.72,0.0
20050724:2310,0.0,0.0,0.0,0.0,0.0,14.71,1.86,0.0
20050725:0010,0.0,0.0,0.0,0.0,0.0,14.28,1.86,0.0
20050725:0110,0.0,0.0,0.0,0.0,0.0,13.93,1.86,0.0
20050725:0210,0.0,0.0,0.0,0.0,0.0,13.75,1.86,0.0
20050725:0310,0.0,0.0,0.0,0.0,0.0,13.35,1.86,0.0
20050725:0410,33.7,18.36,35.07,1.23,9.81,13.48,1.66,0.0
20050725:0510,365.31,305.22,136.74,6.3,19.78,16.51,1.17,0.0
20050725:0610,537.02,492.13,179.4,11.39,30.01,19.68,1.1,0.0
20050725:0710,641.85,643.63,182.08,16.64,40.14,20.89,0.9,0.0
20050725:0810,673.25,702.18,172.43,21.12,49.63,21.88,0.9,0.0
20050725:0910,640.02,648.48,173.61,23.99,57.56,22.58,1.1,0.0
20050725:1010,556.36,502.61,200.85,25.01,62.29,23.21,1.24,0.0
20050725:1110,450.99,416.69,149.9,25.98,62.01,23.7,1.1,0.0
20050725:1210,292.54,277.08,104.73,25.42,56.86,24.02,0.9,0.0
20050725:1310,111.37,98.48,79.18,22.85,48.71,24.47,0.97,0.0
20050725:1410,79.83,0.0,112.49,4.25,39.12,24.76,0.97,0.0
20050725:1510,71.44,0.0,102.4,3.87,28.96,24.82,0.97,0.0
20050725:1610,66.38,0.0,96.2,3.63,18.74,24.58,0.9,0.0
20050725:1710,36.46,0.0,58.96,2.23,8.81,23.25,0.83,0.0
20050725:1810,0.0,0.0,0.0,0.0,-0.49,22.04,1.45,0.0
20050725:1910,0.0,0.0,0.0,0.0,0.0,19.82,1.59,0.0
20050725:2010,0.0,0.0,0.0,0.0,0.0,18.34,1.72,0.0
20050725:2110,0.0,0.0,0.0,0.0,0.0,17.3,1.86,0.0
20050725:2210,0.0,0.0,0.0,0.0,0.0,16.66,2.0,0.0
20050725:2310,0.0,0.0,0.0,0.0,0.0,16.41,2.21,0.0
20050726:0010,0.0,0.0,0.0,0.0,0.0,16.33,2.28,0.0
20050726:0110,0.0,0.0,0.0,0.0,0.0,16.21,2.28,0.0
20050726:0210,0.0,0.0,0.0,0.0,0.0,15.86,2.28,0.0
20050726:0310,0.0,0.0,0.0,0.0,0.0,15.59,2.28,0.0
20050726:0410,2.12,0.0,10.23,0.35,9.65,15.76,2.14,0.0
20050726:0510,247.17,168.29,133.45,5.27,19.63,17.9,1.86,0.0
20050726:0610,541.92,509.49,171.14,11.39,29.86,21.57,1.52,0.0
20050726:0710,384.93,205.44,273.98,12.04,39.98,23.67,1.93,0.0
20050726:0810,622.8,562.93,232.77,19.57,49.46,24.97,2.28,0.0
20050726:0910,634.61,639.16,173.52,23.7,57.37,25.93,2.28,0.0
20050726:1010,551.75,506.0,193.62,24.9,62.07,26.5,2.21,0.0
20050726:1110,446.98,431.42,133.11,26.13,61.8,27.14,2.14,0.0
20050726:1210,307.17,187.75,211.62,22.52,56.67,27.41,2.07,0.0
20050726:1310,112.61,93.11,86.46,22.35,48.54,27.69,2.14,0.0
20050726:1410,83.4,0.0,117.92,4.45,38.97,27.53,2.07,0.0
20050726:1510,71.34,0.0,103.18,3.9,28.81,27.3,2.0,0.0
20050726:1610,61.29,0.0,90.77,3.43,18.59,26.89,1.79,0.0
20050726:1710,37.23,0.0,60.51,2.28,8.66,25.79,1.45,0.0
20050726:1810,0.0,0.0,0.0,0.0,-0.66,24.35,1.72,0.0
20050726:1910,0.0,0.0,0.0,0.0,0.0,22.84,1.93,0.0
20050726:2010,0.0,0.0,0.0,0.0,0.0,21.74,2.07,0.0
20050726:2110,0.0,0.0,0.0,0.0,0.0,20.98,2.07,0.0
20050726:2210,0.0,0.0,0.0,0.0,0.0,20.55,2.21,0.0
20050726:2310,0.0,0.0,0.0,0.0,0.0,20.3,1.93,0.0
20050727:0010,0.0,0.0,0.0,0.0,0.0,19.64,1.66,0.0
20050727:0110,0.0,0.0,0.0,0.0,0.0,19.09,1.79,0.0
20050727:0210,0.0,0.0,0.0,0.0,0.0,19.12,1.86,0.0
20050727:0310,0.0,0.0,0.0,0.0,0.0,18.79,1.86,0.0
20050727:0410,8.17,0.0,20.47,0.7,9.49,18.8,1.72,0.0
20050727:0510,212.69,137.14,128.59,4.95,19.47,20.67,1.31,0.0
20050727:0610,442.71,361.71,198.68,10.22,29.71,24.03,0.97,0.0
20050727:0710,550.89,492.76,227.69,15.11,39.82,25.45,0.48,0.0
20050727:0810,631.01,646.55,189.39,20.24,49.29,26.58,0.83,0.0
20050727:0910,612.06,632.82,174.51,23.52,57.17,27.21,0.83,0.0
20050727:1010,534.42,500.62,193.69,24.69,61.85,27.79,0.9,0.0
20050727:1110,432.81,406.04,151.24,25.51,61.58,28.36,0.97,0.0
20050727:1210,283.28,252.09,125.95,24.43,56.48,28.87,0.97,0.0
20050727:1310,110.15,90.87,86.79,22.17,48.37,29.16,1.1,0.0
20050727:1410,90.83,0.0,128.0,4.83,38.81,29.16,1.31,0.0
20050727:1510,83.9,0.0,119.47,4.51,28.66,29.07,1.38,0.0
20050727:1610,65.14,0.0,96.2,3.63,18.44,28.33,0.97,0.0
20050727:1710,35.07,0.0,58.18,2.2,8.49,27.28,0.41,0.0
20050727:1810,0.0,0.0,0.0,0.0,-0.83,26.72,0.41,0.0
20050727:1910,0.0,0.0,0.0,0.0,0.0,24.38,1.17,0.0
20050727:2010,0.0,0.0,0.0,0.0,0.0,23.21,1.31,0.0
20050727:2110,0.0,0.0,0.0,0.0,0.0,21.66,1.79,0.0
20050727:2210,0.0,0.0,0.0,0.0,0.0,20.47,1.86,0.0
20050727:2310,0.0,0.0,0.0,0.0,0.0,19.8,1.79,0.0
20050728:0010,0.0,0.0,0.0,0.0,0.0,19.41,1.86,0.0
20050728:0110,0.0,0.0,0.0,0.0,0.0,19.02,1.79,0.0
20050728:0210,0.0,0.0,0.0,0.0,0.0,18.79,1.79,0.0
20050728:0310,0.0,0.0,0.0,0.0,0.0,18.55,1.79,0.0
20050728:0410,20.17,9.61,27.64,0.97,9.32,18.74,1.66,0.0
20050728:0510,300.35,238.23,133.05,5.65,19.31,20.88,1.17,0.0
20050728:0610,466.08,406.08,191.02,10.51,29.55,25.17,0.76,0.0
20050728:0710,581.21,581.2,196.33,15.79,39.66,26.83,0.14,0.0
20050728:0810,614.04,645.18,188.38,20.15,49.11,27.96,0.07,0.0
20050728:0910,596.45,631.48,174.6,23.46,56.97,28.96,0.14,0.0
20050728:1010,528.1,519.11,179.09,24.9,61.63,29.76,0.48,0.0
20050728:1110,428.63,424.88,134.11,25.86,61.36,30.18,0.69,0.0
20050728:1210,276.67,266.9,106.85,24.9,56.28,30.5,0.9,0.0
20050728:1310,104.81,91.48,81.24,22.35,48.2,30.7,1.03,0.0
20050728:1410,90.07,0.0,128.0,4.83,38.64,30.62,0.97,0.0
20050728:1510,76.9,0.0,111.71,4.22,28.5,30.22,0.41,0.0
20050728:1610,65.4,0.0,96.97,3.66,18.28,29.32,0.76,0.0
20050728:1710,36.18,0.0,59.73,2.26,8.33,28.02,1.24,0.0
20050728:1810,0.0,0.0,0.0,0.0,-1.01,26.38,1.66,0.0
20050728:1910,0.0,0.0,0.0,0.0,0.0,25.98,0.97,0.0
20050728:2010,0.0,0.0,0.0,0.0,0.0,23.83,1.66,0.0
20050728:2110,0.0,0.0,0.0,0.0,0.0,22.51,1.86,0.0
20050728:2210,0.0,0.0,0.0,0.0,0.0,21.7,1.86,0.0
20050728:2310,0.0,0.0,0.0,0.0,0.0,21.1,1.86,0.0
20050729:0010,0.0,0.0,0.0,0.0,0.0,20.71,1.86,0.0
20050729:0110,0.0,0.0,0.0,0.0,0.0,20.44,1.86,0.0
20050729:0210,0.0,0.0,0.0,0.0,0.0,20.18,1.86,0.0
20050729:0310,0.0,0.0,0.0,0.0,0.0,19.88,1.79,0.0
20050729:0410,2.5,0.0,11.09,0.38,9.16,19.87,1.59,0.0
